id,genre
40264,Horror
40264,Comedy
44214,Drama
44214,Thriller
44214,Horror
33473,Drama
33473,Music
44639,Documentary
44639,Crime
22972,War
22972,Action
22972,Adventure
22972,Drama
22972,Thriller
27573,Comedy
27573,Action
27573,Romance
43949,Romance
43949,Drama
44571,Action
44571,Thriller
44571,Science Fiction
33909,Drama
33909,Crime
43593,Comedy
43593,Horror
44363,Thriller
41233,Drama
41233,Romance
38055,Animation
38055,Action
38055,Comedy
38055,Family
38055,Science Fiction
35558,Romance
35558,Comedy
35558,TV Movie
35558,Music
34134,Animation
34134,Family
34134,Fantasy
22971,Drama
22971,Romance
22971,War
40662,Science Fiction
40662,Crime
40662,Action
40662,Animation
40662,Mystery
11439,Thriller
11439,Mystery
44982,Drama
44982,Thriller
37950,Drama
37950,Romance
44945,Crime
44945,Drama
44945,Thriller
23048,Science Fiction
23048,Comedy
23048,Adventure
43347,Drama
43347,Comedy
43347,Romance
12685,Action
12685,Adventure
12685,Fantasy
12685,Horror
12444,Adventure
12444,Fantasy
37834,Action
37834,Comedy
20352,Family
20352,Animation
20352,Comedy
44603,Drama
44603,Fantasy
37821,Action
37821,Comedy
37821,Thriller
37821,Romance
41592,Music
41592,Romance
41592,Drama
37799,Drama
19458,Family
19458,TV Movie
19458,Comedy
27205,Action
27205,Science Fiction
27205,Adventure
39013,Drama
39013,Mystery
55241,Science Fiction
55241,Adventure
55241,TV Movie
45132,Comedy
45132,Action
45132,Drama
27576,Action
27576,Mystery
27576,Thriller
47533,Mystery
47533,Fantasy
47533,Comedy
47533,Adventure
148607,Animation
38357,Drama
38357,Comedy
38357,Romance
10140,Adventure
10140,Family
10140,Fantasy
49009,Drama
49009,Adventure
49009,History
46528,Adventure
46528,Fantasy
46528,Action
46528,Western
46528,Thriller
42941,Horror
42941,Thriller
44115,Adventure
44115,Drama
44115,Thriller
45752,Animation
45752,Comedy
45752,Family
45752,Mystery
40170,Action
40170,Fantasy
10196,Action
10196,Adventure
10196,Fantasy
33217,Comedy
33217,Family
34544,Thriller
34544,Action
34544,Adventure
34544,Comedy
34544,Crime
44048,Action
44048,Thriller
20533,Action
20533,Western
20533,Drama
20533,Fantasy
20533,Thriller
48466,Animation
48466,Comedy
48466,Family
49787,Drama
49787,Horror
49787,Thriller
42188,Drama
42188,Romance
42188,Science Fiction
22907,Action
22907,Crime
22907,Drama
22907,Thriller
38778,Comedy
38234,Action
38234,Thriller
23172,Action
23172,Comedy
23172,Family
38745,Family
38745,Comedy
38745,Adventure
38745,Fantasy
34751,Family
34751,Adventure
34751,Drama
20526,Adventure
20526,Action
20526,Science Fiction
148605,Animation
148605,Comedy
148605,Family
148605,Adventure
148605,Action
40205,Fantasy
40205,Drama
40205,Family
37710,Action
37710,Thriller
37710,Romance
23759,Adventure
23759,Action
23759,Drama
10191,Fantasy
10191,Adventure
10191,Animation
10191,Family
46705,Drama
46705,Romance
45556,Science Fiction
45556,Action
46261,Fantasy
46261,Horror
46261,Thriller
34813,Action
34813,Adventure
34813,Crime
34813,Mystery
34813,Thriller
46103,Action
24021,Adventure
24021,Fantasy
24021,Drama
24021,Romance
32657,Adventure
32657,Fantasy
32657,Family
9543,Adventure
9543,Fantasy
9543,Action
39514,Action
39514,Adventure
39514,Comedy
39514,Crime
39514,Thriller
10192,Comedy
10192,Adventure
10192,Fantasy
10192,Animation
10192,Family
41733,Comedy
41733,Drama
38757,Animation
