id,genre
151679,Drama
151679,Comedy
86196,Mystery
86196,Thriller
86196,Drama
71244,Western
29417,Drama
29417,Action
29417,Crime
35002,Adventure
35002,Fantasy
35002,Science Fiction
22033,Horror
29748,Horror
225155,Adventure
225155,Comedy
225155,Drama
198652,Comedy
198652,Crime
52105,Comedy
52105,Drama
28681,Adventure
28681,Horror
139713,Drama
11202,War
11202,Drama
11202,History
59291,Drama
59291,War
31677,Comedy
31677,Drama
26525,Comedy
26525,Fantasy
92269,Drama
92269,Romance
106326,Drama
106326,Action
106326,Adventure
32034,Thriller
34479,Horror
92283,Drama
17276,Comedy
14384,Western
14384,Action
14384,Drama
34732,Drama
34732,Action
34732,Thriller
13400,Animation
13400,Family
13400,Fantasy
13400,TV Movie
72203,Adventure
72203,Animation
72203,Family
44000,Horror
44000,Science Fiction
101060,Horror
101060,TV Movie
56776,Drama
31935,Drama
31935,Action
31935,War
11165,War
11165,History
11165,Drama
21886,Adventure
21886,Science Fiction
21886,Action
14801,Science Fiction
14801,Thriller
157031,Drama
92319,Horror
92319,Drama
92319,Mystery
20556,Documentary
20556,Music
11589,Adventure
11589,Comedy
11589,War
106678,Adventure
106678,Drama
13765,Fantasy
13765,Drama
13765,Family
335034,Drama
335034,Horror
335034,TV Movie
4373,Drama
27172,Western
140638,Comedy
48576,Animation
48576,Family
48576,Fantasy
23506,Horror
141623,Drama
131313,Drama
131313,TV Movie
98491,Drama
98491,Romance
71384,Music
59408,Drama
59408,Comedy
5778,Documentary
38222,Fantasy
38222,Romance
38222,Comedy
38222,Drama
89199,Drama
10237,Crime
10237,Drama
10237,Romance
10237,Thriller
26593,Western
44510,Horror
44510,Animation
45817,Thriller
45817,Action
111375,Western
31952,Horror
77668,Western
77668,Action
149725,Western
149725,TV Movie
22480,Horror
22480,Science Fiction
1059774,Comedy
1059774,Western
1059774,TV Movie
42358,Thriller
42358,Action
42358,Crime
1685,Adventure
1685,Science Fiction
1685,Mystery
92804,Horror
92804,Science Fiction
92804,Thriller
1103917,TV Movie
1103917,Drama
5742,Action
5742,Comedy
42589,Comedy
42589,Crime
42588,Comedy
42588,Drama
42588,Romance
5227,Comedy
5227,Adventure
5227,Fantasy
121113,Comedy
121113,Science Fiction
121113,Music
216922,TV Movie
216922,Drama
75905,Crime
75905,Mystery
75905,Thriller
151540,Romance
151540,Drama
17978,Drama
50372,Action
50372,Comedy
50372,Drama
5185,Mystery
5185,Comedy
5185,Crime
5185,Adventure
5185,History
5620,Horror
460349,Comedy
460349,Drama
460349,Romance
460349,Crime
4255,Comedy
4255,Drama
26606,Crime
26606,Drama
107327,Thriller
107327,Action
42592,War
42592,Drama
42592,History
69058,Horror
69058,Thriller
34377,Drama
121901,Action
121901,Thriller
49411,Drama
77925,Drama
77925,Romance
77925,Comedy
96265,Action
96265,Adventure
96265,Western
103801,War
103801,Family
103801,History
103801,TV Movie
30298,Comedy
30298,Drama
30298,War
642810,Family
642810,Drama
642810,Adventure
642810,TV Movie
11040,Adventure
11040,Western
11040,Comedy
11040,Drama
71944,Thriller
71944,TV Movie
14676,Western
14676,Drama
651,Comedy
651,Drama
651,War
247747,Drama
247747,Romance
247747,Horror
78355,Comedy
78355,Drama
78355,Romance
38765,Western
263791,Drama
263791,TV Movie
421510,Documentary
144625,Drama
30891,Drama
30891,Mystery
30891,Horror
28760,Horror
28760,TV Movie
65891,Horror
33157,History
33157,Drama
33157,War
273554,Adventure
273554,Science Fiction
11916,Western
150043,Drama
150043,Comedy
150043,Crime
71943,Drama
71943,Horror
71943,Thriller
132,Documentary
132,Music
80560,Drama
80560,Crime
126489,Comedy
126489,Romance
4910,Thriller
4910,Drama
284047,Comedy
43477,Animation
43477,Music
43477,Comedy
43477,Romance
43477,Family
42594,Horror
42594,Science Fiction
29485,Thriller
29485,Crime
22739,TV Movie
22739,War
22739,Adventure
300434,Comedy
10364,War
10364,Comedy
44721,Drama
44721,Comedy
254298,Comedy
26617,Drama
77882,Comedy
77882,Drama
24570,Romance
24570,Comedy
38978,Drama
38978,Action
38978,Western
338036,Adventure
161460,War
161460,Adventure
161460,Comedy
161460,Action
42597,Comedy
42597,Romance
42596,Comedy
42596,Family
62108,Comedy
62108,Horror
766169,Western
766169,TV Movie
2998,Drama
42569,Comedy
19753,Comedy
19753,History
110703,Comedy
110703,Drama
28476,Fantasy
28476,Animation
28476,Adventure
32599,Comedy
32599,Drama
85290,Adventure
85290,Drama
85290,Romance
91583,Comedy
91583,Crime
124827,Comedy
280132,Comedy
280132,Romance
42533,Action
42533,Drama
554475,Drama
554475,TV Movie
51956,Drama
51956,Romance
70387,Western
24918,Comedy
29233,Animation
29233,Family
94201,Western
94201,Action
1106828,TV Movie
1106828,Drama
13384,Drama
98348,Family
98348,Adventure
294025,Crime
337995,Drama
9062,Romance
9062,Drama
69148,Drama
69148,Action
69148,Thriller
284434,Crime
284434,Mystery
284434,TV Movie
28303,Western
28303,Comedy
123961,Comedy
123961,War
928938,Drama
928938,TV Movie
88374,Horror
25625,Crime
25625,Comedy
255086,TV Movie
255086,Western
10112,Animation
10112,Comedy
10112,Family
10112,Adventure
