id,genre
9900,Comedy
8997,Horror
8997,Thriller
8997,Science Fiction
31933,Animation
31933,Family
31933,Adventure
214,Horror
214,Thriller
214,Crime
21705,Family
21705,Animation
956,Adventure
956,Action
956,Thriller
1781,Documentary
13205,Animation
13205,Drama
13205,Family
9530,Family
9530,Comedy
9530,Romance
9530,Drama
9726,Comedy
9726,Drama
9726,Romance
14620,Drama
14620,Science Fiction
14620,Thriller
1378,Romance
1378,Drama
1378,Comedy
834,Fantasy
834,Action
834,Thriller
9718,Comedy
1422,Drama
1422,Thriller
1422,Crime
9917,Action
9917,Adventure
9917,Drama
9917,Thriller
388,Crime
388,Drama
388,Thriller
16237,Animation
16237,Action
16237,Science Fiction
16237,TV Movie
9297,Animation
9297,Comedy
9297,Family
9297,Fantasy
21316,Animation
21316,Comedy
21316,Family
7457,Crime
7457,Drama
7457,Thriller
30347,Crime
30347,Thriller
30347,Mystery
30347,TV Movie
9693,Drama
9693,Action
9693,Thriller
9693,Science Fiction
1581,Comedy
1581,Romance
773,Comedy
773,Drama
10069,Horror
10069,Thriller
11565,Comedy
11565,Crime
1427,Crime
1427,Fantasy
1427,Drama
9906,Fantasy
9906,Adventure
9906,Animation
9906,Comedy
9906,Family
16781,Drama
16781,Comedy
16781,Romance
9286,Horror
9286,Mystery
9655,Comedy
9655,Romance
25565,Animation
25565,Action
25565,Thriller
25565,Science Fiction
9682,Horror
9682,Science Fiction
9682,Mystery
9682,Drama
9697,Drama
9697,Fantasy
9697,Mystery
950,Animation
950,Family
950,Comedy
950,Adventure
13767,Comedy
13767,Family
13767,Adventure
11170,Drama
11170,History
7484,Animation
7484,Family
7484,Adventure
7484,Comedy
9293,Comedy
9293,Romance
12096,Comedy
12096,Mystery
12096,Crime
12096,Adventure
12096,Family
9907,Animation
9907,Comedy
9907,Family
58,Adventure
58,Fantasy
58,Action
9708,Horror
9708,Mystery
9708,Thriller
9044,Drama
9044,Romance
1381,Drama
1381,Adventure
1381,Science Fiction
1381,Romance
26655,Family
26655,Comedy
26655,Fantasy
12094,Action
12094,Comedy
12094,Documentary
14208,Fantasy
14208,Action
14208,Adventure
15664,Drama
15664,Thriller
15664,Science Fiction
588,Horror
588,Mystery
1975,Horror
1975,Thriller
1544,Drama
1544,Comedy
1544,Romance
9656,Horror
9656,Mystery
1593,Action
1593,Adventure
1593,Comedy
1593,Family
1593,Fantasy
7874,Drama
1579,Action
1579,Drama
1579,History
13002,Animation
13002,Family
1948,Action
1948,Thriller
1948,Crime
10053,Horror
10053,Mystery
7518,Family
7518,Comedy
7518,Animation
65584,Action
65584,Adventure
65584,TV Movie
9904,Family
9904,Animation
12526,Drama
12526,Horror
12526,Thriller
9036,Adventure
9036,Drama
9036,Family
9988,Comedy
9022,Horror
9022,Mystery
9022,Thriller
920,Animation
920,Adventure
920,Comedy
920,Family
9817,Drama
9817,Family
9817,Romance
1251,Action
1251,Drama
1251,War
8275,Comedy
1523,Drama
16083,Drama
16083,Thriller
9792,Horror
9792,Thriller
9035,Horror
9035,Science Fiction
9035,Comedy
9948,Adventure
9948,Animation
9948,Comedy
9948,Family
1125,Drama
1125,Music
9592,Drama
9592,Horror
9592,Thriller
512,Comedy
512,Mystery
1247,Drama
1247,Thriller
1247,History
9828,Thriller
9828,Mystery
9828,Adventure
9828,Crime
36557,Adventure
36557,Action
36557,Thriller
7839,Comedy
7839,Romance
9829,Drama
9829,History
9829,Crime
9829,Thriller
9829,Action
1246,Drama
1124,Drama
1124,Mystery
1124,Science Fiction
9975,Adventure
9975,Animation
9975,Comedy
9975,Family
1440,Drama
1440,Romance
7551,Action
7551,Thriller
7551,Science Fiction
13275,Drama
13275,Action
26594,Documentary
10032,Comedy
10032,Romance
4474,Comedy
4474,Science Fiction
4474,Romance
13248,Animation
13248,Comedy
13248,Family
9353,Comedy
9353,Family
9353,Drama
1690,Horror
3093,Crime
3093,Mystery
3093,Thriller
11515,Drama
11515,History
10025,Comedy
10025,Drama
10025,Family
10025,Fantasy
10025,Romance
3683,War
3683,Drama
3683,History
13934,Animation
13934,Comedy
13934,Family
13934,Horror
24801,Comedy
24801,Family
24801,TV Movie
10781,Horror
9973,Adventure
9973,Comedy
9973,Family
1491,Fantasy
1491,Drama
1491,Thriller
1491,Romance
9754,Action
9754,Crime
9754,Thriller
1452,Science Fiction
1452,Action
1452,Adventure
1852,Drama
1852,History
1852,Thriller
13285,Animation
13285,Family
13285,Adventure
13285,Fantasy
1259,Drama
1259,Romance
9836,Animation
9836,Comedy
9836,Family
11652,Drama
11652,History
12763,Drama
12763,Comedy
12763,Music
9957,Comedy
18925,Drama
7985,Fantasy
7985,Comedy
7985,Romance
9969,Comedy
9969,Family
2357,Comedy
2357,Drama
1887,Drama
1887,History
9954,Fantasy
9954,Horror
9954,Adventure
9954,Action
5820,Action
5820,Thriller
5820,Crime
4257,Comedy
13668,Comedy
13668,Drama
13668,Romance
9767,Romance
9767,Comedy
14113,Family
14113,Comedy
14113,Adventure
14113,Action
14113,Science Fiction
15590,Romance
15590,Comedy
15590,Family
9788,Comedy
37725,Comedy
37725,Fantasy
37725,Romance
9978,Adventure
9978,Action
9978,Family
4723,Science Fiction
4723,Thriller
4723,Comedy
10007,Horror
10007,Thriller
4643,Action
4643,Adventure
4643,Drama
4441,Drama
4441,Romance
10947,Comedy
10947,Drama
10947,Family
10947,Music
10947,Romance
10947,TV Movie
60293,Animation
60293,Comedy
60293,Family
60293,Adventure
9762,Music
9762,Drama
9762,Romance
9762,Crime
2179,Comedy
2179,Music
9992,Adventure
9992,Fantasy
9992,Animation
9992,Family
9986,Comedy
9986,Family
9986,Fantasy
10010,Adventure
10010,Animation
10010,Family
9615,Action
9615,Crime
9615,Drama
9615,Thriller
6877,Comedy
6877,Romance
326,Action
326,Crime
326,Thriller
326,Adventure
9952,Adventure
9952,Drama
9952,War
1372,Drama
1372,Thriller
1372,Action
1164,Drama
2486,Fantasy
2486,Action
2486,Adventure
2486,Family
1819,Comedy
1819,Romance
8975,Action
31047,Drama
31047,Thriller
31047,TV Movie
37609,Family
37609,Comedy
37609,Drama
37609,Music
37609,TV Movie
11619,Adventure
11619,Animation
11619,Comedy
11619,Family
2295,Comedy
591,Thriller
591,Mystery
10063,Thriller
10063,Horror
1165,Drama
1165,History
9920,Science Fiction
9920,Action
9920,Thriller
14171,War
14171,Drama
82,Action
82,Crime
82,Thriller
10115,Comedy
10115,Drama
9513,Animation
9513,Comedy
9513,Family
9513,Adventure
9513,Drama
9513,Fantasy
7516,Action
7516,Comedy
7516,Crime
7516,Thriller
10854,Fantasy
10854,Horror
7304,Action
7304,Crime
7304,Drama
7304,Thriller
752,Action
752,Thriller
752,Science Fiction
9664,Action
9664,Adventure
9664,Drama
9664,History
9664,Romance
9664,War
1402,Drama
186,Drama
186,Thriller
186,Crime
186,Mystery
9072,Comedy
9072,Crime
9270,Drama
9270,Mystery
8998,Comedy
8998,Drama
8998,Romance
14202,Romance
14202,Drama
13960,Drama
13960,Comedy
13960,Mystery
9339,Comedy
9339,Drama
9339,Fantasy
61717,Family
61717,Action
61717,Adventure
61717,TV Movie
7512,Comedy
7512,Science Fiction
7512,Adventure
19323,Animation
19323,Action
19323,Family
19323,Science Fiction
15255,Action
15255,Crime
15255,Thriller
9918,Drama
9918,History
350,Drama
350,Comedy
3602,Horror
10067,Comedy
10067,Family
2044,Drama
2044,Mystery
2044,Romance
9676,Crime
9676,Thriller
9676,Drama
13751,Drama
6948,Mystery
6948,Horror
6948,Thriller
1969,Action
1969,Comedy
1969,Western
1969,Crime
13355,Fantasy
13355,Animation
13355,Comedy
13355,Family
13355,Mystery
13355,Adventure
806,Horror
806,Mystery
806,Thriller
