image_source,year,predicted_ethnicity
May.jpg_0.jpg,2023,6
May.jpg_1.jpg,2023,0
May.jpg_2.jpg,2023,3
May.jpg_3.jpg,2023,0
May.jpg_4.jpg,2023,6
May.jpg_5.jpg,2023,0
May.jpg_6.jpg,2023,6
May.jpg_7.jpg,2023,4
May.jpg_8.jpg,2023,1
May.jpg_9.jpg,2023,1
