year,house,y_pred,num_pixels
1970,Anne Klein & Co,6,36456
1970,Bergdorf Goodman & Co,6,21082
1970,Bergdorf Goodman & Co,6,27676
1970,Bergdorf Goodman & Co,6,5208
1970,Bill Blass,6,894621
1970,Bill Blass,6,298290
1970,Blackglama,6,207108
1970,Blackglama,6,70366
1970,Bloomingdales,6,82319
1970,Chanel,6,455248
1970,Chanel,6,425500
1970,Chanel,6,38243
1970,Chanel,6,103180
1970,Chanel,6,45162
1970,Chanel,6,234624
1970,Chanel,6,266760
1970,Christian Dior,6,1288980
1970,Christian Dior,6,236394
1970,Christian Dior,6,180320
1970,Christian Dior,6,80206
1970,Christian Dior,6,62930
1970,Christian Dior,6,10440
1970,Christian Dior,6,121695
1970,Christian Dior,0,146700
1970,Christian Dior,6,54912
1970,Christian Dior,6,49288
1970,Christian Dior,6,83657
1970,Christian Dior,6,440484
1970,Christian Dior,6,46222
1970,Christian Dior,4,32480
1970,Christian Dior,3,166805
1970,Christian Dior,6,100748
1970,Christian Dior,6,93340
1970,Christian Dior,6,46002
1970,Christian Dior,6,41360
1970,Christian Dior,6,27020
1970,Christian Dior,6,10092
1970,Christian Dior,6,13500
1970,Christian Dior,6,5695
1970,Christian Dior,6,49698
1970,Christian Dior,6,10948
1970,Christian Dior,6,9374
1970,Christian Dior,6,14040
1970,Christian Dior,4,16016
1970,Christian Dior,6,28490
1970,Christian Dior,6,34440
1970,Christian Dior,6,61880
1970,Christian Dior,6,62325
1970,Christian Dior,6,44280
1970,Christian Dior,6,33000
1970,Christian Dior,6,49329
1970,Christian Dior,6,52353
1970,Christian Dior,6,47403
1970,Christian Dior,6,47034
1970,Christian Dior,6,54488
1970,Christian Dior,6,307440
1970,Christian Dior,6,113955
1970,Christian Dior,6,53186
1970,Christian Dior,6,232960
1970,Christian Dior,6,13886
1970,Christian Dior,6,68554
1970,Christian Dior,6,5695
1970,Christian Dior,6,66490
1970,Christian Dior,6,53336
1970,Christian Dior,6,54860
1970,Christian Dior,6,53000
1970,Christian Dior,6,49164
1970,Christian Dior,6,1148750
1970,Christian Dior,6,147272
1970,Christian Dior,6,55594
1970,Christian Dior,6,59920
1970,Christian Dior,6,44826
1970,Christian Dior,6,1844829
1970,Christian Dior,6,1283814
1970,Christian Dior,0,463904
1970,Christian Dior,6,89760
1970,Christian Dior,6,887220
1970,Christian Dior,6,798756
1970,Christian Dior,6,52371
1970,Christian Dior,6,64602
1970,Christian Dior,6,45627
1970,Christian Dior,6,44226
1970,Christian Dior,3,54696
1970,Christian Dior,6,38272
1970,Christian Dior,6,46964
1970,Christian Dior,6,92296
1970,Christian Dior,6,51450
1970,Christian Dior,6,480420
1970,Christian Dior,3,371290
1970,Christian Dior,6,519112
1970,Christian Dior,6,443256
1970,Christian Dior,6,40581
1970,Christian Dior,6,13650
1970,Christian Dior,3,93280
1970,Christian Dior,6,5893
1970,Christian Dior,6,29328
1970,Christian Dior,0,72220
1970,Christian Dior,6,102784
1970,Christian Dior,6,89744
1970,Christian Dior,6,148630
1970,Christian Dior,6,171950
1970,Christian Dior,6,56760
1970,Christian Dior,6,51914
1970,"Clinique Laboratories, Inc",6,658661
1970,Elizabeth Arden Co,2,373833
1970,Elizabeth Arden Co,6,397054
1970,Elizabeth Arden Co,6,403824
1970,Elizabeth Arden Co,6,320187
1970,Elizabeth Arden Co,6,576816
1970,Elizabeth Arden Co,6,41995
1970,Elizabeth Arden Co,6,41995
1970,Elizabeth Arden Co,6,41995
1970,Elizabeth Arden Co,6,21250
1970,Elizabeth Arden Co,6,20856
1970,Elizabeth Arden Co,6,16520
1970,Elizabeth Arden Co,6,14766
1970,Elizabeth Arden Co,6,14874
1970,Elizabeth Arden Co,6,12152
1970,Elizabeth Arden Co,6,16478
1970,Elizabeth Arden Co,6,22733
1970,Elizabeth Arden Co,6,14076
1970,Givenchy Inc,6,2013632
1970,Lord & Taylor Co,6,37948
1970,Lord & Taylor Co,6,52000
1970,Lord & Taylor Co,6,45825
1970,Lord & Taylor Co,6,6992
1970,Lord & Taylor Co,3,6764
1970,Lord & Taylor Co,6,6450
1970,Lord & Taylor Co,6,47864
1970,Lord & Taylor Co,6,50304
1970,Lord & Taylor Co,6,46886
1970,Lord & Taylor Co,6,44469
1970,Lord & Taylor Co,6,49841
1970,Max Factor & Co,6,304008
1970,Max Factor & Co,6,445444
1970,Max Factor & Co,6,69832
1970,Max Factor & Co,6,28798
1970,Max Factor & Co,6,114818
1970,Max Factor & Co,6,77352
1970,Max Factor & Co,6,905886
1970,Max Factor & Co,6,18476
1970,Max Factor & Co,6,97344
1970,Max Factor & Co,6,21353
1970,Max Factor & Co,6,308637
1970,Max Factor & Co,6,872865
1970,Max Factor & Co,6,888896
1970,Max Factor & Co,6,223584
1970,Missoni,6,44132
1970,Missoni,6,30845
1970,Missoni,0,13624
1970,Missoni,0,23100
1970,Missoni,6,23240
1970,Missoni,6,14039
1970,Missoni,6,18696
1970,Missoni,6,52416
1970,Missoni,6,11700
1970,Missoni,6,6016
1970,Missoni,1,13837
1970,Missoni,6,17493
1970,Missoni,6,8239
1970,Missoni,6,19200
1970,Missoni,6,91476
1970,Missoni,6,131532
1970,Missoni,6,14065
1970,Missoni,6,60088
1970,Missoni,6,1906310
1970,Missoni,6,173999
1970,Missoni,6,251430
1970,Missoni,6,77175
1970,Missoni,6,61539
1970,Missoni,6,27636
1970,Missoni,6,136746
1970,Missoni,6,6319
1970,Neiman-Marcus Company,6,43152
1970,Neiman-Marcus Company,6,40290
1970,Oscar de la Renta,6,1451856
1970,Oscar de la Renta,6,36023
1970,Oscar de la Renta,6,63072
1970,Oscar de la Renta,6,887200
1970,Oscar de la Renta,6,156832
1970,Oscar de la Renta,6,63656
1970,Oscar de la Renta,6,132506
1970,Oscar de la Renta,0,105741
1970,Oscar de la Renta,6,75674
1970,Oscar de la Renta,3,49152
1970,Oscar de la Renta,3,913913
1970,Oscar de la Renta,6,67122
1970,Oscar de la Renta,6,73200
1970,Oscar de la Renta,3,69750
1970,Oscar de la Renta,6,83578
1970,Oscar de la Renta,3,38579
1970,Oscar de la Renta,6,162864
1970,Oscar de la Renta,6,75027
1970,Oscar de la Renta,6,65858
1970,Oscar de la Renta,6,1392691
1970,Oscar de la Renta,6,65534
1970,Oscar de la Renta,6,65120
1970,Oscar de la Renta,6,2039184
1970,Pantene Co,6,1229067
1970,Pantene Co,6,1927832
1970,Pantene Co,6,1303704
1970,"Revlon, Inc",6,1914810
1970,"Revlon, Inc",6,1567020
1970,"Revlon, Inc",6,1439847
1970,"Revlon, Inc",6,1319552
1970,"Revlon, Inc",6,1416580
1970,"Revlon, Inc",6,123909
1970,"Revlon, Inc",6,1264676
1970,"Revlon, Inc",6,1686333
1970,"Revlon, Inc",6,1829234
1970,"Revlon, Inc",6,2462265
1970,"Revlon, Inc",6,1182837
1970,"Revlon, Inc",6,1320570
1970,"Revlon, Inc",6,3542625
1970,"Revlon, Inc",6,2453356
1970,"Revlon, Inc",6,1287546
1970,"Revlon, Inc",6,1152255
1970,Saks & Company,6,32398
1970,Saks & Company,6,28305
1970,Saks & Company,6,23232
1970,Saks & Company,6,50629
1970,Saks & Company,6,47603
1970,Saks & Company,6,30843
1970,Saks & Company,6,33945
1970,Saks & Company,6,28608
1970,Saks & Company,6,116550
1970,Saks & Company,0,142400
1970,Saks & Company,6,216486
1970,Saks & Company,6,34980
1970,Saks & Company,6,30150
1970,Saks & Company,6,120204
1970,Saks & Company,6,123605
1970,Saks & Company,6,22139
1970,Saks & Company,6,55664
1970,Saks & Company,6,57057
1970,Saks & Company,6,105900
1970,Saks & Company,6,125080
1970,Saks & Company,6,78416
1970,Saks & Company,6,62192
1970,Saks & Company,6,14824
1970,Saks & Company,6,51531
1970,Saks & Company,6,20511
1970,Saks & Company,6,68929
1970,Saks & Company,6,78705
1970,Saks & Company,6,46706
1970,Saks & Company,6,84630
1970,Saks & Company,6,58658
1970,Saks & Company,6,63732
1970,Saks & Company,6,60208
1970,Saks & Company,6,50615
1970,Saks & Company,6,10120
1970,Saks & Company,6,40527
1970,Saks & Company,6,52470
1970,Saks & Company,6,64752
1970,Saks & Company,6,60822
1970,Saks & Company,4,48112
1970,Saks & Company,6,54069
1970,Saks & Company,6,52785
1970,Saks & Company,6,65475
1970,Saks & Company,4,78400
1970,Saks & Company,6,56126
1970,Saks & Company,4,56126
1970,Saks & Company,6,58936
1970,Saks & Company,6,38127
1970,Saks & Company,6,48608
1970,Saks & Company,6,54441
1970,Saks & Company,4,50546
1970,Saks & Company,6,53265
1970,Saks & Company,6,56160
1970,Saks & Company,6,48585
1970,Saks & Company,6,63714
1970,Saks & Company,6,247104
1970,Saks & Company,6,52065
1970,Saks & Company,6,44319
1970,Saks & Company,6,55080
1970,Saks & Company,6,49104
1970,Saks & Company,6,61320
1970,Saks & Company,6,53332
1970,Saks & Company,6,23085
1970,Saks & Company,3,24047
1970,Saks & Company,6,45384
1970,Saks & Company,6,44826
1970,Saks & Company,6,42273
1970,Saks & Company,6,17135
1970,Saks & Company,6,18392
1970,Saks & Company,6,31200
1970,Saks & Company,6,35154
1970,Sonia Rykiel,6,22780
1970,Sonia Rykiel,6,23630
1970,Sonia Rykiel,6,30105
1970,Sonia Rykiel,6,15481
1970,Sonia Rykiel,6,6160
1970,Sonia Rykiel,6,8239
1970,Sonia Rykiel,6,5829
1970,Sonia Rykiel,6,19602
1970,Sonia Rykiel,6,6052
1970,Sonia Rykiel,6,7878
1970,Sonia Rykiel,6,15429
1970,Sonia Rykiel,6,7546
1970,Sonia Rykiel,6,17094
1970,Sonia Rykiel,6,6693
1970,Tiffany & Co,0,1902470
1970,Tiffany & Co,0,1851680
1970,Valentino,6,85407
1970,Valentino,4,28416
1970,Valentino,6,50049
1970,Valentino,6,55296
1970,Valentino,6,56592
1970,Valentino,6,160428
1970,Valentino,3,124092
1970,Valentino,6,49707
1970,Van Cleef & Arpels Inc,6,2122725
1970,Vogue Co,6,56221
1970,Vogue Co,6,42064
1970,Vogue Co,6,53592
1970,Vogue Co,6,57200
1970,Yves Saint Laurent,6,21417
1970,Yves Saint Laurent,6,18404
1970,Yves Saint Laurent,6,49725
1970,Yves Saint Laurent,6,56304
1970,Yves Saint Laurent,6,62408
1971,Anne Klein & Co,6,630200
1971,Bergdorf Goodman & Co,6,31668
1971,Bergdorf Goodman & Co,6,21888
1971,Bergdorf Goodman & Co,2,12120
1971,Bergdorf Goodman & Co,3,19584
1971,Bergdorf Goodman & Co,6,38475
1971,Bergdorf Goodman & Co,6,30338
1971,Bill Blass,6,13426
1971,Blackglama,6,158991
1971,Blackglama,6,37184
1971,Bulgari,6,1284204
1971,Bulgari,6,49504
1971,Bulgari,6,43320
1971,Bulgari,6,37800
1971,Bulgari,6,16016
1971,Bulgari,6,27714
1971,Bulgari,6,15276
1971,Bulgari,6,23220
1971,Bulgari,6,43134
1971,Bulgari,6,48020
1971,Bulgari,6,54549
1971,Bulgari,6,12792
1971,Bulgari,6,12771
1971,Bulgari,6,41940
1971,Bulgari,6,40680
1971,Bulgari,6,51912
1971,Cartier,6,1286928
1971,Cartier,6,815515
1971,Cartier,6,173850
1971,Cartier,6,214032
1971,Cartier,6,280998
1971,Cartier,6,4408287
1971,Cartier,6,474639
1971,Cartier,6,345436
1971,Cartier,6,86154
1971,Cartier,6,84888
1971,Cartier,6,190920
1971,Chanel,6,433009
1971,Chanel,6,242222
1971,Chanel,6,227976
1971,Chanel,6,244080
1971,Chanel,6,241544
1971,Chanel,6,101314
1971,Chanel,6,53664
1971,Chanel,6,58512
1971,Chanel,6,97760
1971,Chanel,6,24752
1971,Chanel,6,42952
1971,Christian Dior,0,148952
1971,Christian Dior,6,55074
1971,Christian Dior,6,69173
1971,Christian Dior,0,122348
1971,Christian Dior,6,128650
1971,Christian Dior,3,46899
1971,Christian Dior,6,36081
1971,Christian Dior,6,40812
1971,Christian Dior,6,65830
1971,Christian Dior,6,72720
1971,Christian Dior,6,297120
1971,Christian Dior,6,76372
1971,Christian Dior,6,10591
1971,Christian Dior,6,373601
1971,Christian Dior,6,47236
1971,Christian Dior,6,79756
1971,Christian Dior,6,57640
1971,Christian Dior,6,54227
1971,Christian Dior,6,48112
1971,Christian Dior,6,55826
1971,Christian Dior,6,189504
1971,Christian Dior,6,65712
1971,Christian Dior,6,52632
1971,Christian Dior,1,51220
1971,Christian Dior,6,196875
1971,Christian Dior,6,1260220
1971,Christian Dior,6,39900
1971,Christian Dior,6,27122
1971,Christian Dior,6,101376
1971,Christian Dior,6,64311
1971,Christian Dior,6,56280
1971,Christian Dior,6,57814
1971,Christian Dior,6,60705
1971,Christian Dior,6,52070
1971,Christian Dior,6,57181
1971,Christian Dior,6,69069
1971,Christian Dior,6,54607
1971,Christian Dior,6,43005
1971,Christian Dior,6,49572
1971,Christian Dior,6,60990
1971,Christian Dior,6,58724
1971,Christian Dior,6,1368738
1971,Christian Dior,6,68856
1971,Christian Dior,6,59808
1971,Christian Dior,6,241113
1971,Christian Dior,6,19782
1971,Christian Dior,6,67792
1971,Christian Dior,6,10710
1971,Christian Dior,6,124313
1971,Clairol,6,40698
1971,Clairol,6,33372
1971,Clairol,6,6534
1971,Clairol,6,5640
1971,Clairol,6,34821
1971,Clairol,6,29318
1971,Clairol,6,36126
1971,Clairol,6,38142
1971,Clairol,6,38704
1971,Clairol,6,44164
1971,Clairol,6,26666
1971,Clairol,6,36572
1971,Covergirl,6,2366496
1971,Covergirl,6,59904
1971,Elizabeth Arden Co,6,995280
1971,Elizabeth Arden Co,6,911884
1971,Elizabeth Arden Co,6,753972
1971,Elizabeth Arden Co,6,288392
1971,Elizabeth Arden Co,6,876691
1971,Elizabeth Arden Co,6,3627072
1971,Fendi,6,33654
1971,Fendi,6,45567
1971,Givenchy Inc,6,37001
1971,Givenchy Inc,6,21546
1971,Givenchy Inc,6,18018
1971,Givenchy Inc,6,26128
1971,Givenchy Inc,6,28178
1971,Givenchy Inc,6,13464
1971,Givenchy Inc,6,11424
1971,Gottex,6,103782
1971,Gottex,6,29830
1971,Gottex,6,90780
1971,Gottex,6,208119
1971,Gottex,6,138112
1971,Gottex,6,10146
1971,Gottex,6,47320
1971,Gottex,6,120510
1971,Gottex,6,77665
1971,Gottex,6,49506
1971,Gottex,6,22270
1971,Gottex,6,177390
1971,Gucci,6,9944
1971,Lanvin Parfums Inc,2,41358
1971,Lanvin Parfums Inc,6,22794
1971,Lord & Taylor Co,6,115500
1971,Lord & Taylor Co,6,9492
1971,Lord & Taylor Co,6,8964
1971,Lord & Taylor Co,6,9523
1971,Lord & Taylor Co,6,32361
1971,Lord & Taylor Co,2,40077
1971,Lord & Taylor Co,6,76104
1971,Lord & Taylor Co,6,77057
1971,Lord & Taylor Co,6,51832
1971,Lord & Taylor Co,6,51092
1971,Lord & Taylor Co,6,90180
1971,Marshall Field & Co,6,62775
1971,Marshall Field & Co,3,70760
1971,Max Factor & Co,6,230867
1971,Max Factor & Co,6,230867
1971,Max Factor & Co,6,182652
1971,Max Factor & Co,6,353760
1971,Max Factor & Co,6,247384
1971,Max Factor & Co,6,13050
1971,Max Factor & Co,6,10700
1971,Max Factor & Co,6,61977
1971,Max Factor & Co,6,17628
1971,Max Factor & Co,6,82328
1971,Max Factor & Co,6,177612
1971,Max Factor & Co,6,56712
1971,Max Factor & Co,6,62279
1971,Missoni,6,221544
1971,Missoni,6,48216
1971,Missoni,6,62640
1971,Missoni,0,50505
1971,Neiman-Marcus Company,6,43719
1971,Oscar de la Renta,6,256542
1971,Oscar de la Renta,6,609515
1971,Oscar de la Renta,6,701064
1971,Oscar de la Renta,6,217460
1971,Oscar de la Renta,6,1150770
1971,Oscar de la Renta,6,593406
1971,Oscar de la Renta,6,10094
1971,Oscar de la Renta,6,34485
1971,Pantene Co,6,155722
1971,Pantene Co,6,236160
1971,Pantene Co,6,137780
1971,"Revlon, Inc",6,3374400
1971,"Revlon, Inc",6,248474
1971,"Revlon, Inc",6,693219
1971,"Revlon, Inc",6,1134966
1971,"Revlon, Inc",6,1632783
1971,"Revlon, Inc",6,113391
1971,"Revlon, Inc",6,44693
1971,Saks & Company,0,11808
1971,Saks & Company,6,53332
1971,Saks & Company,6,47439
1971,Saks & Company,6,30576
1971,Saks & Company,6,56126
1971,Saks & Company,6,28500
1971,Saks & Company,6,46189
1971,Saks & Company,6,30020
1971,Saks & Company,6,14175
1971,Saks & Company,6,37392
1971,Saks & Company,6,28757
1971,Saks & Company,6,10032
1971,Saks & Company,6,19434
1971,Saks & Company,6,51612
1971,Saks & Company,6,30576
1971,Saks & Company,6,62370
1971,Saks & Company,3,8858
1971,Saks & Company,2,11956
1971,Saks & Company,4,13970
1971,Saks & Company,3,6956
1971,Saks & Company,6,10192
1971,Saks & Company,0,9936
1971,Saks & Company,2,9744
1971,Saks & Company,2,12810
1971,Saks & Company,2,13843
1971,Saks & Company,3,8736
1971,Saks & Company,6,11760
1971,Saks & Company,6,13800
1971,Saks & Company,2,10573
1971,Saks & Company,6,50274
1971,Saks & Company,6,41220
1971,Saks & Company,6,45355
1971,Saks & Company,6,32868
1971,Sonia Rykiel,6,56759
1971,Sonia Rykiel,6,29328
1971,Sonia Rykiel,6,41811
1971,Sonia Rykiel,6,13066
1971,Sonia Rykiel,6,115056
1971,Sonia Rykiel,6,181390
1971,Sonia Rykiel,6,435402
1971,Sonia Rykiel,3,341445
1971,Tiffany & Co,6,1714446
1971,Vogue Co,6,13000
1971,Vogue Co,6,24024
1971,Vogue Co,6,10829
1971,Vogue Co,6,16170
1971,Vogue Co,6,17440
1971,Vogue Co,6,20760
1971,Vogue Co,6,13910
1971,Vogue Co,6,18683
1971,Vogue Co,6,104025
1971,Vogue Co,6,446404
1971,Vogue Co,6,8112
1971,Vogue Co,6,37236
1971,Vogue Co,6,30535
1971,Vogue Co,6,94154
1971,Yves Saint Laurent,6,36081
1971,Yves Saint Laurent,6,40812
1972,Bergdorf Goodman & Co,6,58872
1972,Bergdorf Goodman & Co,4,46866
1972,Bergdorf Goodman & Co,6,35910
1972,Bergdorf Goodman & Co,6,57028
1972,Bergdorf Goodman & Co,6,124582
1972,Bergdorf Goodman & Co,6,45825
1972,Bergdorf Goodman & Co,6,82000
1972,Bloomingdales,6,113036
1972,Bloomingdales,6,90209
1972,Bloomingdales,6,40828
1972,Bloomingdales,6,45410
1972,Bloomingdales,6,40828
1972,Bloomingdales,6,45410
1972,Bloomingdales,6,40828
1972,Bloomingdales,6,45410
1972,Bloomingdales,6,63002
1972,Bloomingdales,6,673078
1972,Bloomingdales,6,40309
1972,Bloomingdales,6,48384
1972,Bloomingdales,6,165300
1972,Bloomingdales,6,42406
1972,Calvin KIein,6,211584
1972,Calvin KIein,6,28565
1972,Cartier,6,1778168
1972,Chanel,6,1924416
1972,Chanel,6,1707430
1972,Chanel,6,97632
1972,Chanel,6,8360
1972,Chanel,6,18762
1972,Chanel,0,5810
1972,Chanel,6,941175
1972,Chanel,6,861080
1972,Chanel,6,932470
1972,Chanel,6,932470
1972,Chanel,6,11210
1972,Chanel,6,258996
1972,Christian Dior,6,304950
1972,Christian Dior,6,72178
1972,Christian Dior,6,48694
1972,Christian Dior,6,108252
1972,Christian Dior,6,119423
1972,Christian Dior,6,135680
1972,Christian Dior,6,42008
1972,Christian Dior,6,48645
1972,Christian Dior,6,53594
1972,Christian Dior,6,814576
1972,Christian Dior,3,122310
1972,Christian Dior,6,15950
1972,Christian Dior,4,20412
1972,Christian Dior,6,25437
1972,Christian Dior,6,36081
1972,Christian Dior,1,434700
1972,Christian Dior,6,84420
1972,Christian Dior,6,355272
1972,Christian Dior,6,1047880
1972,Christian Dior,6,28665
1972,Christian Dior,6,13992
1972,Christian Dior,6,1418640
1972,Christian Dior,6,16428
1972,Christian Dior,6,1220408
1972,Christian Dior,6,1066014
1972,Christian Dior,6,60776
1972,Christian Dior,6,47941
1972,Christian Dior,6,204336
1972,Christian Dior,6,60048
1972,Christian Dior,6,119364
1972,Christian Dior,6,249402
1972,Christian Dior,6,101659
1972,Christian Dior,6,88775
1972,Christian Dior,6,76659
1972,Christian Dior,6,273780
1972,Christian Dior,6,46305
1972,Christian Dior,6,121600
1972,Christian Dior,6,14734
1972,Christian Dior,6,14729
1972,Christian Dior,2,51917
1972,Christian Dior,6,18544
1972,Christian Dior,6,10974
1972,Christian Dior,6,17940
1972,Christian Dior,6,74329
1972,Christian Dior,6,925413
1972,Christian Dior,6,27985
1972,Christian Dior,6,235503
1972,Christian Dior,6,199691
1972,Christian Dior,6,219224
1972,Christian Dior,6,68796
1972,Christian Dior,6,62348
1972,Christian Dior,6,110408
1972,Christian Dior,6,1160335
1972,Christian Dior,6,54708
1972,Christian Dior,6,23701
1972,Christian Dior,6,123156
1972,Christian Dior,6,70528
1972,Christian Dior,6,100161
1972,Christian Dior,6,66804
1972,Christian Dior,6,8400
1972,Christian Dior,6,152190
1972,Christian Dior,6,222068
1972,Christian Dior,0,185250
1972,Christian Dior,6,57824
1972,Christian Dior,6,368900
1972,Christian Dior,6,27816
1972,Christian Dior,6,81396
1972,Christian Dior,3,348480
1972,Christian Dior,0,26331
1972,Christian Dior,6,41255
1972,Christian Dior,6,52200
1972,Christian Dior,6,74495
1972,Christian Dior,4,64752
1972,Christian Dior,6,39528
1972,Christian Dior,6,59367
1972,Christian Dior,6,47941
1972,Clairol,6,846720
1972,Clairol,6,5265
1972,Clairol,6,565677
1972,Clairol,6,362392
1972,Clairol,6,26085
1972,Clairol,6,26085
1972,Clairol,6,595629
1972,Clairol,6,1013166
1972,"Clinique Laboratories, Inc",6,94419
1972,"Clinique Laboratories, Inc",6,304862
1972,"Clinique Laboratories, Inc",6,26312
1972,"Clinique Laboratories, Inc",6,41170
1972,"Clinique Laboratories, Inc",6,25380
1972,"Clinique Laboratories, Inc",6,21717
1972,"Clinique Laboratories, Inc",6,56490
1972,Elizabeth Arden Co,6,910469
1972,Elizabeth Arden Co,6,204336
1972,Elizabeth Arden Co,6,3527521
1972,Elizabeth Arden Co,6,108486
1972,Elizabeth Arden Co,6,48830
1972,Elizabeth Arden Co,6,195888
1972,Elizabeth Arden Co,6,191565
1972,Elizabeth Arden Co,6,152880
1972,Fendi,4,157696
1972,Fendi,4,85956
1972,Fendi,6,14014
1972,Fendi,6,23318
1972,Fendi,6,50440
1972,Gottex,6,10246
1972,Gottex,6,29484
1972,Gottex,6,72782
1972,Gottex,6,9396
1972,Gottex,6,5976
1972,Gottex,6,861084
1972,Gottex,6,135063
1972,Gottex,6,500810
1972,Gucci,6,1250330
1972,Gucci,6,39377
1972,Gucci,6,14933
1972,Lanvin Parfums Inc,6,25080
1972,Lanvin Parfums Inc,6,231548
1972,Lanvin Parfums Inc,6,126990
1972,Lord & Taylor Co,6,44544
1972,Lord & Taylor Co,6,42872
1972,Lord & Taylor Co,6,48556
1972,Lord & Taylor Co,6,36335
1972,Lord & Taylor Co,6,54496
1972,Lord & Taylor Co,6,67344
1972,Lord & Taylor Co,6,56097
1972,Lord & Taylor Co,6,58872
1972,Lord & Taylor Co,6,57324
1972,Lord & Taylor Co,6,50629
1972,Louis Vuitton,6,86172
1972,Louis Vuitton,6,108836
1972,Louis Vuitton,6,43428
1972,Louis Vuitton,6,11224
1972,Louis Vuitton,6,11280
1972,Louis Vuitton,6,5561
1972,Marshall Field & Co,6,54327
1972,Marshall Field & Co,6,53710
1972,Marshall Field & Co,6,32800
1972,Max Factor & Co,6,53133
1972,Max Factor & Co,6,73458
1972,Max Factor & Co,6,1390683
1972,Max Factor & Co,6,1390683
1972,Max Factor & Co,6,152776
1972,Max Factor & Co,6,457620
1972,Max Factor & Co,6,91000
1972,Max Factor & Co,6,939560
1972,Max Factor & Co,3,5040
1972,Max Factor & Co,6,90112
1972,Max Factor & Co,6,140013
1972,Maybelline Co,6,1895352
1972,Maybelline Co,6,1953000
1972,Maybelline Co,6,1462917
1972,Maybelline Co,6,1348100
1972,Missoni,6,368919
1972,Missoni,6,5698080
1972,Missoni,6,187590
1972,Missoni,6,69762
1972,Missoni,6,46046
1972,Missoni,6,284047
1972,Missoni,6,325080
1972,Missoni,6,78795
1972,Missoni,6,1413030
1972,Missoni,6,67097
1972,Missoni,6,465442
1972,Neiman-Marcus Company,6,26304
1972,Neiman-Marcus Company,6,27745
1972,Neiman-Marcus Company,6,30400
1972,Neutrogena Corp,6,119796
1972,Oscar de la Renta,6,52470
1972,Oscar de la Renta,6,51761
1972,Oscar de la Renta,6,34320
1972,Oscar de la Renta,4,9324
1972,Oscar de la Renta,6,8000
1972,Oscar de la Renta,6,39520
1972,Oscar de la Renta,6,8100
1972,Oscar de la Renta,6,14490
1972,Oscar de la Renta,6,50920
1972,Oscar de la Renta,6,188602
1972,Oscar de la Renta,6,221958
1972,Oscar de la Renta,6,690850
1972,Oscar de la Renta,6,29898
1972,Oscar de la Renta,6,8938
1972,Oscar de la Renta,6,2622084
1972,Oscar de la Renta,6,55845
1972,Oscar de la Renta,6,63048
1972,Oscar de la Renta,6,193320
1972,Pantene Co,6,187944
1972,Pantene Co,6,187944
1972,Pantene Co,6,187488
1972,Pantene Co,6,187488
1972,Pantene Co,6,187488
1972,Pantene Co,6,393492
1972,Pantene Co,6,393492
1972,Pantene Co,6,393492
1972,Pantene Co,6,182138
1972,"Redken Laboratories, Inc",6,1045606
1972,"Redken Laboratories, Inc",6,238995
1972,"Redken Laboratories, Inc",6,36288
1972,"Redken Laboratories, Inc",6,189520
1972,"Redken Laboratories, Inc",3,215172
1972,"Redken Laboratories, Inc",6,268314
1972,"Revlon, Inc",6,245525
1972,"Revlon, Inc",6,246806
1972,"Revlon, Inc",6,291924
1972,"Revlon, Inc",6,36936
1972,"Revlon, Inc",6,838005
1972,"Revlon, Inc",6,80500
1972,"Revlon, Inc",6,738075
1972,"Revlon, Inc",6,767578
1972,"Revlon, Inc",3,2256170
1972,Saks & Company,6,29640
1972,Saks & Company,6,27020
1972,Saks & Company,6,13095
1972,Saks & Company,4,61050
1972,Saks & Company,6,65723
1972,Saks & Company,3,44885
1972,Saks & Company,1,27331
1972,Saks & Company,6,49601
1972,Saks & Company,4,43357
1972,Saks & Company,6,57816
1972,Saks & Company,6,22880
1972,Saks & Company,6,48360
1972,Saks & Company,6,13464
1972,Saks & Company,6,39672
1972,Saks & Company,6,48323
1972,Saks & Company,6,38544
1972,Saks & Company,6,37350
1972,Saks & Company,6,10350
1972,Saks & Company,6,40250
1972,Saks & Company,6,10350
1972,Saks & Company,6,40250
1972,Sonia Rykiel,6,20000
1972,Tiffany & Co,6,1817800
1972,Valentino,6,8640
1972,Valentino,6,19926
1972,Valentino,6,307496
1972,Valentino,6,153211
1972,Valentino,6,207879
1972,Valentino,6,210714
1972,Valentino,6,61745
1972,Valentino,6,6789
1972,Valentino,6,1923222
1972,Valentino,6,1180905
1972,Van Cleef & Arpels Inc,6,687830
1972,Van Cleef & Arpels Inc,6,1114452
1972,Vogue Co,6,45590
1972,Vogue Co,6,14338
1972,Yves Saint Laurent,6,320128
1972,Yves Saint Laurent,6,219675
1972,Yves Saint Laurent,6,63560
1972,Yves Saint Laurent,6,52685
1972,Yves Saint Laurent,6,34694
1972,Yves Saint Laurent Parfums Corp,6,76372
1973,Anne Klein & Co,6,37064
1973,Anne Klein & Co,6,55806
1973,Anne Klein & Co,6,21760
1973,Anne Klein & Co,6,15960
1973,Anne Klein & Co,6,16240
1973,Anne Klein & Co,6,19782
1973,Bergdorf Goodman & Co,6,64449
1973,Blackglama,6,48906
1973,Bloomingdales,6,32705
1973,Bloomingdales,2,804972
1973,Bloomingdales,6,23232
1973,Bloomingdales,6,22572
1973,Bloomingdales,6,22610
1973,Bloomingdales,6,18928
1973,Bloomingdales,6,38080
1973,Bottega Veneta,6,112032
